#GT	SS	Type	Remarks
#
# Corenet Mappings marked with synonym/hypernym/hyponym
# New additions marked with new.  
#
#2426	13740591-n	synonym
#
# IDs above 3000 only exist in corenet
#
158	10523519-n	new
159	00056087-n	hyponym
159	00416135-v	hyponym
159	10199489-n	new
159	10583387-n	new
159	10744544-n	hyponym
160	10718131-n	synonym
160	10771392-n	synonym
162	09625401-n	hyponym
162	10628644-n	hyponym
163	10231515-n	synonym
164	10541229-n	hypernym
165	10099375-n	hypernym
167	10461424-n	new
167	10467179-n	new
167	10541229-n	synonym
167	10569744-n	new
168	07942152-n	new
168	07947255-n	synonym
168	08179689-n	synonym
168	08180190-n	synonym
169	07974025-n	synonym
170	10271677-n	synonym
171	10238375-n	synonym
172	09610405-n	synonym
173	13947645-n	hypernym
174	09609232-n	hyponym
174	09632518-n	hyponym
175	09609232-n	synonym
176	09632518-n	synonym
176	09882007-n	new
177	10453357-n	hyponym
177	10529231-n	hyponym
178	10529231-n	synonym
179	10453357-n	synonym
183	09938991-n	synonym
183	10200781-n	new
183	10325013-n	new
183	10674896-n	new
184	10067793-n	synonym
186	10209082-n	synonym
187	10099375-n	synonym
189	10309496-n	synonym
189	10689878-n	new
190	10599354-n	synonym
192	09762509-n	new
192	10021892-n	new
192	10298482-n	synonym
192	10305062-n	new
193	09755788-n	hyponym
193	10355449-n	new
195	07944754-n	synonym
195	08081142-n	new
195	09906704-n	new
195	10782940-n	new
196	09614047-n	synonym
196	10452024-n	synonym
196	10771636-n	new
199	10040945-n	synonym
200	10135953-n	synonym
200	10251329-n	synonym
200	10612931-n	synonym
202	09606527-n	synonym
203	10179069-n	synonym
204	10077593-n	new
204	10078131-n	synonym
205	10061656-n	synonym
205	10110731-n	synonym
206	09629246-n	synonym
206	10274173-n	synonym
206	10552980-n	synonym
207	09606527-n	synonym
208	09606527-n	synonym
208	10042845-n	synonym
208	10240514-n	synonym
209	09909060-n	hypernym
209	10079893-n	new
210	10276764-n	synonym
210	10276942-n	synonym
211	09610405-n	synonym
213	09621359-n	synonym
214	09633969-n	synonym
214	10753546-n	synonym
215	10536728-n	synonym
216	10410815-n	new
216	10522324-n	synonym
217	09977660-n	synonym
217	10417168-n	synonym
218	09962966-n	hyponym
218	10476086-n	synonym
220	09504135-n	hypernym
221	09545976-n	new
221	09547528-n	synonym
222	05769314-n	synonym
222	09488117-n	synonym
222	09542339-n	new
223	00007846-n	synonym
223	07965937-n	synonym
223	10307234-n	new
225	00007846-n	new
225	08436562-n	new
225	09606009-n	new
225	09813696-n	new
225	10119200-n	new
225	10298482-n	new
225	10480253-n	new
226	00007846-n	hypernym
227	10165109-n	synonym
228	10020890-n	synonym
229	10421470-n	synonym
230	10366966-n	synonym
231	10426749-n	new
231	10696251-n	synonym
232	05734018-n	new
232	10480253-n	hypernym
232	10696508-n	hypernym
233	09775663-n	new
233	10249950-n	synonym
234	05912552-n	synonym
235	09774266-n	hyponym
237	00598056-n	new
237	10560352-n	synonym
237	10694258-n	new
238	09786338-n	new
238	09936892-n	new
238	10251779-n	synonym
238	10625438-n	new
238	10665698-n	synonym
239	09759311-n	synonym
239	10523076-n	new
239	10557854-n	synonym
240	09812338-n	synonym
241	10064405-n	synonym
241	10291942-n	synonym
241	10794014-n	new
242	10144055-n	new
242	10391653-n	synonym
243	09947232-n	new
243	10339966-n	synonym
244	09805475-n	new
244	09812338-n	hypernym
245	10044879-n	new
245	10224578-n	hyponym
245	10369528-n	new
247	10069296-n	synonym
248	10599806-n	synonym
248	10624310-n	synonym
248	10758713-n	synonym
249	09765278-n	synonym
249	09767700-n	new
250	09813126-n	synonym
250	10415638-n	synonym
251	10180178-n	new
251	10439851-n	synonym
252	10689878-n	hypernym
253	09847727-n	synonym
254	10112129-n	synonym
255	10626194-n	synonym
256	09908508-n	synonym
256	10025060-n	synonym
256	10470779-n	synonym
257	10518602-n	hypernym
258	10020031-n	synonym
258	10105462-n	synonym
260	09814381-n	new
260	09889691-n	new
260	09906986-n	new
260	10103794-n	new
260	10140314-n	new
260	10320863-n	new
260	10450303-n	synonym
260	10451263-n	synonym
260	10467179-n	new
260	10467395-n	new
260	10545087-n	synonym
260	10572706-n	new
260	10650162-n	synonym
261	08357784-n	synonym
261	09880427-n	new
261	10491136-n	new
262	09770472-n	synonym
263	08166187-n	synonym
263	10225219-n	synonym
264	08121542-n	new
264	08328700-n	synonym
264	10729175-n	synonym
265	10484858-n	synonym
266	10013927-n	synonym
267	09880427-n	hypernym
268	07945077-n	synonym
268	08113073-n	new
268	09882007-n	synonym
268	10204177-n	new
268	10673946-n	synonym
269	10014939-n	synonym
269	10069981-n	new
269	10289534-n	new
269	10468559-n	new
269	10474645-n	new
270	10014939-n	hypernym
271	09928451-n	synonym
273	10018861-n	synonym
273	10720453-n	synonym
273	10742384-n	new
274	10548227-n	synonym
274	10548537-n	synonym
274	10548681-n	synonym
276	08075287-n	synonym
276	09779623-n	synonym
276	10410996-n	synonym
277	10093658-n	synonym
278	10193026-n	synonym
278	10720097-n	synonym
279	10790077-n	synonym
280	09873899-n	synonym
281	09632518-n	synonym
282	10318293-n	synonym
283	09632518-n	hypernym
284	09632518-n	hypernym
285	08170535-n	new
286	09974648-n	synonym
287	09845999-n	synonym
287	09967159-n	synonym
287	10155849-n	synonym
289	00007846-n	hypernym
290	08057633-n	hypernym
290	10336234-n	synonym
291	08273167-n	synonym
291	09977082-n	synonym
292	10223294-n	synonym
292	10530150-n	new
293	08273167-n	hypernym
293	10546633-n	new
294	08057633-n	hypernym
294	10336234-n	hypernym
295	00007846-n	hypernym
296	10283037-n	synonym
297	08057633-n	hypernym
299	08397255-n	synonym
299	09941964-n	new
299	10582746-n	synonym
299	10749353-n	new
300	10448983-n	synonym
301	10091861-n	synonym
302	10769607-n	synonym
302	10770059-n	new
303	00007846-n	hypernym
304	10053808-n	synonym
305	10053808-n	hypernym
306	10053808-n	hypernym
306	10282672-n	new
307	10511069-n	synonym
308	09892513-n	synonym
308	10763383-n	synonym
309	09760609-n	new
309	10763620-n	synonym
310	10693334-n	hyponym
311	00007846-n	hypernym
312	09847010-n	synonym
312	09847267-n	synonym
312	10330189-n	synonym
312	10396337-n	synonym
313	10707804-n	synonym
314	09879297-n	synonym
315	10779416-n	hyponym
316	09875025-n	synonym
316	10205833-n	synonym
316	10641755-n	synonym
317	09977660-n	hyponym
317	10453357-n	hyponym
318	09906704-n	new
320	10231515-n	synonym
321	09807754-n	synonym
321	09840435-n	new
321	10083823-n	synonym
321	10271677-n	synonym
321	10285135-n	synonym
321	14432032-n	synonym
322	09886010-n	synonym
323	09623038-n	new
323	09893344-n	synonym
323	09941383-n	new
323	10162991-n	synonym
323	10164025-n	new
323	10303814-n	new
323	10468962-n	new
323	10573829-n	new
323	10591072-n	new
323	10631309-n	new
323	10751265-n	new
324	10014939-n	synonym
325	09966255-n	synonym
325	10015485-n	synonym
326	10372373-n	synonym
326	10644598-n	synonym
327	10582746-n	synonym
328	09943239-n	synonym
328	10317007-n	synonym
329	10058585-n	synonym
329	10058777-n	synonym
329	10506762-n	synonym
329	10622053-n	synonym
330	10439851-n	hypernym
331	00971015-v	synonym
331	06338908-n	synonym
331	07067591-n	synonym
331	09840217-n	new
331	09906704-n	new
331	10235024-n	new
331	10782940-n	new
331	13948912-n	new
332	00586262-n	hypernym
332	13948136-n	hypernym
334	08381436-n	synonym
335	08381165-n	new
335	10069645-n	synonym
335	10383237-n	new
336	09623038-n	new
336	09952539-n	new
336	10645223-n	new
336	10694258-n	new
336	10715789-n	synonym
337	08324514-n	new
337	09944160-n	new
337	10764719-n	synonym
338	02394183-v	synonym
338	10764719-n	synonym
339	10069645-n	synonym
340	09770179-n	synonym
341	09604981-n	new
341	10046527-n	synonym
341	10402824-n	new
342	02394662-v	synonym
342	02395194-v	synonym
342	09777353-n	new
342	10648237-n	new
342	10680153-n	synonym
343	09762101-n	hyponym
343	10437852-n	hyponym
343	10681383-n	new
344	09889691-n	new
344	10046527-n	synonym
344	10760340-n	new
346	10000787-n	synonym
346	10052694-n	synonym
347	10009484-n	synonym
347	10611613-n	synonym
348	10054657-n	new
349	10180178-n	synonym
349	10389398-n	synonym
350	10054657-n	new
350	10389398-n	hypernym
351	01237872-n	new
351	09767197-n	synonym
351	10292316-n	new
351	10741590-n	new
353	10801291-n	synonym
354	08222293-n	hypernym
354	08222571-n	synonym
354	10077593-n	new
355	09615465-n	new
355	09979321-n	synonym
355	09979589-n	synonym
357	05929008-n	new
357	09765278-n	synonym
358	08222966-n	synonym
358	10165448-n	new
360	08273167-n	new
360	09820263-n	synonym
360	10298912-n	new
360	10439851-n	new
361	01085237-v	synonym
361	10372076-n	synonym
362	01136519-n	new
362	08008335-n	synonym
362	08378819-n	new
362	08435388-n	synonym
363	02993546-n	new
363	03496749-n	new
363	03504723-n	new
363	06595056-n	new
363	08008335-n	new
363	08114861-n	new
363	08214832-n	new
363	08220714-n	new
363	08294696-n	new
363	08308800-n	new
363	08319198-n	new
363	08324274-n	new
363	08337324-n	new
363	08434029-n	synonym
363	08435388-n	new
363	08486971-n	new
363	09770472-n	new
363	10015485-n	new
364	03449858-n	new
364	08050678-n	new
364	08077292-n	synonym
364	08114152-n	new
364	08120235-n	new
364	08137738-n	new
364	08209687-n	new
364	08324274-n	new
364	08353734-n	new
364	08381820-n	new
364	08626283-n	new
364	08626947-n	new
365	08329453-n	new
365	08356903-n	synonym
366	08161971-n	new
366	08163273-n	synonym
366	08318691-n	new
366	08318777-n	new
366	08319198-n	new
366	08356375-n	synonym
367	04511002-n	new
367	08053576-n	hypernym
367	08276720-n	new
367	08409835-n	new
367	08412749-n	new
367	10491136-n	new
369	08191230-n	synonym
369	08191701-n	new
369	08199025-n	synonym
369	08271801-n	synonym
370	08189659-n	new
370	08191230-n	synonym
370	08198398-n	new
370	08199025-n	synonym
371	08294696-n	synonym
371	08295580-n	new
371	08300429-n	new
371	08486971-n	new
373	03841666-n	new
373	07965085-n	synonym
373	08008335-n	new
373	08049401-n	new
373	08215044-n	synonym
373	08272961-n	synonym
373	08319061-n	new
373	08349916-n	new
373	08406486-n	new
374	02690081-n	new
374	03504723-n	new
374	07966927-n	synonym
374	07967129-n	new
374	08054721-n	new
374	08056231-n	synonym
374	08058098-n	new
374	08059412-n	new
374	08059870-n	new
374	08060446-n	new
374	08063446-n	new
374	08065093-n	new
374	08070465-n	new
374	08278707-n	new
374	08420278-n	new
374	09441875-n	new
374	13832355-n	new
375	08049401-n	synonym
375	08060694-n	hyponym
375	08227214-n	new
375	08227916-n	synonym
375	08233056-n	new
376	01081456-n	synonym
376	01153305-n	synonym
376	06773684-n	synonym
376	08264897-n	new
376	08293982-n	synonym
376	08303504-n	synonym
376	08304895-n	synonym
376	08305114-n	synonym
376	14418822-n	synonym
377	07965085-n	synonym
377	07976420-n	new
377	08183290-n	new
377	08187033-n	new
377	08208560-n	new
377	08213079-n	synonym
377	08236438-n	new
377	08248856-n	new
377	08402442-n	new
377	08403435-n	new
378	01229938-n	new
378	08049401-n	synonym
378	08163792-n	synonym
378	08208560-n	new
378	08227214-n	synonym
378	08230785-n	new
378	08308497-n	new
378	08324514-n	new
378	08413408-n	new
380	08240633-n	new
380	08256968-n	synonym
380	08263113-n	new
380	08404188-n	new
381	08208560-n	synonym
382	07966140-n	new
382	08163792-n	new
382	08227214-n	new
382	08240633-n	synonym
382	08251877-n	synonym
382	08256968-n	new
382	08417572-n	new
383	00031264-n	synonym
383	07959943-n	new
383	07960384-n	synonym
383	07962124-n	synonym
383	08182379-n	new
383	08208560-n	new
383	08223802-n	new
383	08240169-n	new
383	08478702-n	new
384	07966140-n	synonym
384	08366071-n	new
384	08366753-n	new
385	07353716-n	new
385	08168367-n	new
385	08168978-n	synonym
385	08170535-n	new
385	08177592-n	new
385	08178547-n	new
385	08544813-n	new
385	08715390-n	new
385	08716738-n	new
385	08719100-n	new
385	08723006-n	new
385	08740875-n	new
385	08750334-n	new
385	08765890-n	new
385	08766988-n	new
385	08792548-n	new
385	08801678-n	new
385	08820121-n	new
385	08831004-n	new
385	08860123-n	new
385	08900535-n	new
385	08906374-n	new
385	08907606-n	new
385	08921850-n	new
385	08929922-n	new
385	08952190-n	new
385	08955082-n	new
385	08955626-n	new
385	08956760-n	new
385	08963369-n	new
385	08972521-n	new
385	08975902-n	new
385	08979054-n	new
385	08981244-n	new
385	08982587-n	new
385	08997487-n	new
385	08998560-n	new
385	08999482-n	new
385	09003284-n	new
385	09004625-n	new
385	09006413-n	new
385	09011151-n	new
385	09014979-n	new
385	09036452-n	new
385	09044862-n	new
385	09163192-n	new
386	04323026-n	new
386	07965937-n	new
386	08065234-n	new
386	08230294-n	synonym
387	03507241-n	synonym
387	08078020-n	new
387	14513694-n	synonym
388	00027167-n	synonym
389	02913152-n	new
389	02993546-n	new
389	03315023-n	synonym
389	03478756-n	new
389	04133648-n	new
390	04516874-n	synonym
391	03449858-n	synonym
392	03449858-n	synonym
392	04461437-n	new
393	03977678-n	new
393	08135770-n	synonym
393	08136027-n	synonym
394	03449858-n	hypernym
396	03989074-n	new
396	08145553-n	synonym
397	03077958-n	synonym
398	03315023-n	hypernym
398	06277280-n	new
399	03996655-n	synonym
400	04178897-n	hyponym
400	04562658-n	hyponym
401	03425092-n	synonym
402	03839534-n	hyponym
402	04016133-n	hyponym
402	04415078-n	hyponym
402	08662570-n	synonym
403	03315023-n	hypernym
404	03540595-n	synonym
404	03739518-n	synonym
404	08054417-n	synonym
405	04146050-n	new
405	04511002-n	new
405	08276720-n	synonym
405	08277393-n	synonym
405	08278324-n	new
405	08283507-n	new
405	08412620-n	new
405	08412749-n	new
407	03800563-n	synonym
408	03660664-n	synonym
408	03661043-n	synonym
409	04417809-n	synonym
410	03478756-n	synonym
411	03472112-n	synonym
412	03315023-n	hypernym
414	04049098-n	synonym
415	08633957-n	hypernym
415	08639058-n	synonym
416	02692232-n	synonym
416	08633957-n	hypernym
417	00301192-n	new
417	03711897-n	new
417	08616311-n	new
418	02671062-n	new
418	03519981-n	new
418	04096066-n	synonym
418	04215402-n	new
418	04426618-n	new
418	09386842-n	new
419	04046810-n	synonym
420	02898711-n	synonym
420	13793330-n	synonym
421	04497962-n	synonym
422	08615374-n	new
423	08615374-n	synonym
424	02733075-n	synonym
424	03745146-n	synonym
425	08494231-n	synonym
426	08570758-n	synonym
427	03315023-n	hypernym
428	02787772-n	new
428	04602044-n	synonym
429	03504723-n	new
429	03841666-n	synonym
431	03504723-n	hyponym
431	03797703-n	hyponym
431	08401248-n	hyponym
432	01097292-n	synonym
432	03722288-n	synonym
432	03748162-n	synonym
432	03965456-n	new
433	03176763-n	synonym
434	02879309-n	new
434	04202417-n	synonym
434	10689564-n	new
435	04081281-n	synonym
436	02806875-n	hyponym
437	02672371-n	synonym
437	03542333-n	new
438	04202417-n	hypernym
439	03316406-n	synonym
439	03956922-n	synonym
440	03629986-n	synonym
441	02903588-n	hyponym
441	04344246-n	synonym
441	04344544-n	synonym
442	03768346-n	synonym
443	03322099-n	synonym
443	13935753-n	new
444	04602044-n	hypernym
445	03315023-n	hypernym
446	03121040-n	synonym
446	03877845-n	synonym
447	03259505-n	hypernym
447	03528100-n	new
447	03544360-n	new
447	04079244-n	new
448	03763133-n	synonym
449	02806088-n	synonym
449	02854378-n	synonym
449	02980441-n	synonym
449	03385557-n	synonym
449	03386011-n	synonym
449	03525372-n	synonym
449	04340935-n	synonym
450	02798290-n	new
450	02944826-n	synonym
451	02868638-n	new
451	03763133-n	hypernym
452	03315023-n	hypernym
453	04210390-n	synonym
454	03602365-n	hyponym
454	03781244-n	synonym
454	03788195-n	new
454	04407435-n	synonym
455	03028079-n	synonym
456	03455033-n	synonym
456	08521623-n	synonym
457	03315023-n	hypernym
458	08630039-n	synonym
459	05868272-n	new
459	08172695-n	new
459	08238156-n	new
459	08490199-n	new
459	08497294-n	synonym
459	08509442-n	hypernym
459	08541130-n	new
459	08544419-n	new
459	08552138-n	new
459	08562990-n	new
459	08563085-n	new
459	08574314-n	synonym
459	08615926-n	synonym
459	08627919-n	new
459	08630039-n	synonym
459	08630985-n	new
459	08644722-n	new
459	08648322-n	new
459	08652717-n	new
459	08664443-n	new
459	08798771-n	new
459	09005712-n	new
459	09048460-n	new
459	09189411-n	new
459	09207288-n	new
459	09428036-n	new
459	09440400-n	new
460	02798290-n	new
460	08490402-n	new
460	08491027-n	new
460	08509442-n	hypernym
460	08552138-n	synonym
460	08613593-n	new
460	08627919-n	synonym
460	08630039-n	synonym
460	08645963-n	new
460	08674563-n	synonym
460	09203677-n	new
461	08569777-n	new
461	08674970-n	new
461	13250048-n	synonym
462	07966140-n	new
462	08565506-n	new
462	09270894-n	new
462	09480809-n	synonym
463	08493064-n	synonym
463	08497294-n	new
463	08499840-n	new
463	08510169-n	new
463	08544813-n	synonym
463	08556491-n	new
463	09048460-n	new
464	08491826-n	synonym
464	08538426-n	new
464	08540903-n	new
464	08546183-n	new
464	08626947-n	new
464	08654360-n	new
464	08665504-n	new
464	08725336-n	new
464	08725454-n	new
464	08730550-n	new
464	08731148-n	new
464	08766667-n	new
464	08923348-n	new
464	08924023-n	new
464	08924238-n	new
464	08925093-n	new
464	08925287-n	new
464	08925552-n	new
464	08925830-n	new
465	08518505-n	new
465	08524735-n	synonym
465	08554440-n	new
465	08665504-n	new
465	08675967-n	synonym
465	08717059-n	new
465	08724726-n	new
465	08725454-n	new
465	08728268-n	new
465	08730895-n	new
465	08794798-n	new
465	08813264-n	new
465	08823480-n	new
465	08827689-n	new
465	08828432-n	new
465	08955951-n	new
465	08981746-n	new
465	08998853-n	new
465	09025189-n	new
465	09032604-n	new
465	09065328-n	new
465	09076675-n	new
465	09119277-n	new
465	09154178-n	new
466	08226699-n	new
466	08226978-n	synonym
466	08672738-n	synonym
467	08168367-n	new
467	08490199-n	new
467	08510350-n	new
467	08671644-n	synonym
468	13939353-n	synonym
468	14513062-n	new
469	05064541-n	synonym
470	05064541-n	synonym
471	08578032-n	new
471	09334396-n	synonym
471	09335916-n	new
472	09359803-n	synonym
473	09175016-n	new
473	09325963-n	new
473	09359803-n	synonym
473	09403734-n	new
474	09359803-n	synonym
475	09360122-n	synonym
476	09361517-n	synonym
477	09215315-n	new
477	09361517-n	synonym
478	09386842-n	synonym
479	09305031-n	synonym
480	09398677-n	synonym
481	09239302-n	synonym
482	09334396-n	hypernym
483	09393605-n	synonym
484	09468604-n	hypernym
485	09334396-n	synonym
487	09316454-n	synonym
488	09421799-n	synonym
489	09388848-n	synonym
489	09399592-n	synonym
490	09433442-n	new
490	09475925-n	synonym
491	09428293-n	synonym
492	09217230-n	synonym
492	09415584-n	new
493	09332890-n	synonym
494	03160309-n	synonym
494	03282060-n	synonym
495	09411430-n	synonym
496	09195372-n	new
496	09262690-n	new
496	09270508-n	hypernym
496	09321901-n	new
496	09350524-n	new
496	09411430-n	synonym
497	03006105-n	synonym
497	04559275-n	synonym
497	09475179-n	synonym
497	09476331-n	synonym
498	09475292-n	synonym
500	09328904-n	synonym
500	09341874-n	synonym
500	09343587-n	synonym
501	09438212-n	synonym
502	09397391-n	synonym
503	03982060-n	synonym
503	04354287-n	synonym
505	09443453-n	synonym
506	03243903-n	synonym
507	09311259-n	new
507	09373016-n	new
507	09426788-n	synonym
508	09302804-n	synonym
508	09376198-n	new
508	09377125-n	new
508	09382990-n	new
509	09296121-n	new
509	09313454-n	synonym
510	08646787-n	synonym
511	13250048-n	synonym
512	08683548-n	synonym
512	09334396-n	new
513	08438533-n	synonym
514	08570634-n	synonym
514	08629199-n	synonym
515	09212572-n	synonym
516	09335240-n	hypernym
518	08614229-n	synonym
519	08569998-n	synonym
519	08674739-n	synonym
520	04052442-n	synonym
521	08580011-n	synonym
522	08632423-n	synonym
522	08645749-n	synonym
522	08676622-n	synonym
523	08651247-n	synonym
524	13250048-n	synonym
525	05933246-n	synonym
525	08646787-n	synonym
526	08502171-n	synonym
526	09466280-n	new
527	09239740-n	synonym
528	09270894-n	synonym
529	09358226-n	synonym
529	09358358-n	new
530	09450163-n	synonym
531	09251407-n	new
531	09444783-n	synonym
532	08653314-n	new
532	09436708-n	synonym
533	00002684-n	synonym
534	00004258-n	synonym
535	00015388-n	synonym
536	00015388-n	hypernym
537	01861778-n	synonym
537	02131653-n	new
537	02324045-n	new
537	02395406-n	new
538	01503061-n	synonym
538	01791625-n	new
540	01661091-n	synonym
541	01627424-n	synonym
543	02511824-n	synonym
543	02512053-n	new
544	01940736-n	hypernym
544	02512053-n	hypernym
545	01956481-n	synonym
545	07786686-n	synonym
546	01974773-n	synonym
546	07783210-n	synonym
547	01910252-n	hyponym
547	01910747-n	hyponym
547	02319095-n	hyponym
548	02236355-n	synonym
549	02159955-n	synonym
550	02159955-n	hypernym
551	00015388-n	synonym
551	01314663-n	synonym
552	00015388-n	hypernym
552	05218119-n	new
553	05538625-n	synonym
554	05538625-n	synonym
555	04674715-n	new
555	04679549-n	new
555	05600637-n	synonym
556	05600637-n	synonym
557	05602548-n	synonym
558	05602835-n	synonym
559	05599617-n	hyponym
559	05603160-n	synonym
560	05311054-n	synonym
561	05311054-n	synonym
561	06210363-n	new
562	05311054-n	hypernym
563	05598147-n	synonym
564	05598147-n	synonym
565	05598147-n	hypernym
566	05302499-n	synonym
567	05301908-n	synonym
567	10335679-n	synonym
568	05305806-n	synonym
569	05301072-n	synonym
570	02452464-n	synonym
571	05320899-n	synonym
572	05320899-n	synonym
572	05323889-n	hyponym
573	05320899-n	hypernym
573	05323889-n	hyponym
574	05546540-n	synonym
575	05547508-n	synonym
576	05547396-n	synonym
577	05549830-n	synonym
578	02665543-n	synonym
578	05388805-n	new
578	05552607-n	synonym
578	05553486-n	new
578	05553618-n	synonym
579	02157415-n	synonym
579	05556943-n	synonym
579	05604434-n	new
