  1 /*************************************************************************************************************************
  2 CoreNet Database Copyright 2010 by SWRC, KAIST
  3 Description : 중국어 동사 격틀, chiVerbFrame.dat
  4 CoreNet database is providing in the following tab delimited text format.
  5 idx num chimeannum korwordnum korwordmeannum pos chinese chipronoun japanese korean n1 n1a3 n2cov n2 n2loc n2a3 aux n3cov n3 n3loc n3a3 n4 n4a3 pa
  6  idx : 각 데이터의 고유 순번
  7  num : 동음(同音)으로 묶은 그룹에 대한 순번
  8  chimeannum : 중국어 의미 순번 (북경대 문법 사전 참고)
  9  korwordnum : 한국어 표제어 번호
  10  korwordmeannum : 한국어 개념명 번호
  11  pos : 형태소 태그 (KAIST 품사체계)
  12  chinese : 중국어
  13  chipronoun : 중국어 발음
  14  japanese : 일본어
  15  korean : 한국어
  16  n1 : 첫번째 인자, 용례1(NTT번호)|용례2(NTT번호)|...  예) 身材(2563)|楼(865)
  17  n1a3 : 첫번째 인자에 대한 조사
  18  n2cov : 두번째 인자에 대한 CO-VERB
  19  n2 : 두번째 인자
  20  n2loc : 위치를 나타내는 두번째 인자의 후치사
  21  n2a3 : 두번째 인자에 대한 조사
  22  aux : 조동사 (단정)
  23  n3cov : 세번째 인자에 대한 CO-VERB
  24  n3 : 세번째 인자
  25  n3loc : 위치를 나타내는 세번째 인자의 후치사
  26  n3a3 : 세번째 인자에 대한 조사
  27  n4 : 네번째 인자
  28  n4a3 : 네번째 인자에 대한 조사
  29  pa : 마지막 조동사
  30 *************************************************************************************************************************/
116	68	6	0	1	타동사	点	diǎn	入れる,差し入れる,出す	넣다	他(23,48)	이							眼药(801)		을			
117	68	7	3	17	타동사	点	diǎn	入れる	치다	他(23,48)	이							卤(755,846)|油(789,846)		을			
118	68	8	1	2	타동사	点	diǎn		심다	他(23,48)	이							种子(702)|花生(677)|豆子(677,840)|芝麻(677)		을			
119	68	9	6	1	타동사	点	diǎn		세다	他(23,48)	이							钱(931)|数儿(2586)		을			
120	68	10	10	0	타동사	点	diǎn		조사하다	他(23,48)	이							货(761,763,768)		을			
121	68	11	1	6	타동사	点	diǎn		부르다	他(23,48)	이							名(1066)		을			
122	68	12	0	0	타동사	点	diǎn		신청하다	他(23,48)	이							歌(1055)|戏(1058,1678)|节目(1120,919,1147,2436)|曲艺(1672,2506)		을			
123	68	13	1	0	타동사	点	diǎn		주문하다	他(23,48)	이							菜(847)		을			
124	68	14	0	0	자동사	点	diǎn		불붙이다	他(23,48)	이							柴火(794)|烟(862)|蚊香(J803)|爆竹(921)		에			
125	68	15	0	1	타동사	点	diǎn		피우다	他(23,48)	이							炉子(901)		을			
126	68	16	2	0	타동사	点	diǎn		켜다	他(23,48)	이							蜡烛(903)|灯(903,2310)|灯笼(J903)		을			
127	68	17	0	0	타동사	点	diǎn		지적하다	文章(1114,1119,927)	이					了		实质(1026,1030)		을			
128	69	1	1	1	타동사	掉	diào		흘리다	他(23,48)	이							眼泪(652)		을			
129	69	2	0	1	자동사	掉	diào	降り注ぐ,降る,落ちる	떨어지다									雨点(750)|花瓣(699)|白灰(775,721)		이			
130	69	2	0	2	자동사	掉	diào	落ちる・散る,切れ落ちる,切れる,取れる,抜ける,むける	떨어지다	扣子(821)	이												了
131	69	2	0	1	자동사	掉	diào	降り注ぐ,降る,落ちる	떨어지다	水桶(906)	이							井(403,506)	里	에			了
132	69	2	0	1	자동사	掉	diào	降り注ぐ,降る,落ちる	떨어지다	杏儿(854)	이							地(2625)		에			了
133	69	3	20	1	자동사	掉	diào		빠지다									头发(634)|下巴(559)|牙(642,643)		이			了
134	69	3	20	4	자동사	掉	diào		빠지다							了		字(1084)		이			
135	69	3	20	6	자동사	掉	diào		빠지다	体重(2591)	이					了		一+公斤		이			
136	69	3	20	6	자동사	掉	diào		빠지다	牲口(536,537)	이					了		膘(624)		이			
137	69	4	0	1	타동사	掉	diào		바꾸다	他(23,48)	이							座位(2612)		을			
138	69	5	0	0	자동사	掉	diào		뒤쳐지다	他(23,48)	이						在	后面(2648,2651,2665,2611)					了
139	69	6	0	1	자동사	掉	diào		없어지다	钢笔(917)	이												了
140	69	7	0	0	타동사	掉	diào		잃어버리다	他(23,48)	이					了		钥匙(949)|钱包(908)		을			
141	69	7	0	0	타동사	掉	diào		잃어버리다	钥匙(949)	이												了
142	69	8	1	3	자동사	掉	diào	下がる,下げる,下す,下る	내리다	药品(800,801,802)	이					了		价儿(1185,1199)		이			
143	69	9	0	3	타동사	掉	diào		돌리다	汽车(954,988)	이							头(2647)		을			
144	69	9	0	3	타동사	掉	diào		돌리다	他(23,48)	이							方向(2649,2652)		을			
145	69	9	0	3	타동사	掉	diào		돌리다	他(23,48)	이							身子(552,577)|脸(555)		을			
146	69	10	20	1	자동사	掉	diào		빠지다	他(23,48)	이							下巴(559)|牙(642,643)		이			
147	70	1				定	dìng		고정시키다	眼睛(561)	을						在	书(1119,920)	上				
148	70	2				定	dìng		안정되다	局势(2518,2509,2507)	이												
149	70	3	2	0	타동사	定	dìng		결정하다	他(23,48)	이							案(1036) |计划(1036)|章程(1162)		을			
150	70	4	2	2	타동사	定	dìng		정하다	他(23,48)	이							规矩(1162)|原则(1064,1021,1162)|章程(1162)|价格(1185,2590)|时间(2692,2695)|地点(2611)		을			
